cgpa,iq,placement
8.28,109.1,1
5.62,107.6,0
6.4,93.5,1
6.15,77.7,0
6.72,96.9,0
7.07,118.1,0
7.43,77.1,1
6.65,84.2,1
6.12,101.9,0
8.69,85.2,1
9.41,88.1,1
7.14,93.6,1
6.24,79.5,0
8.48,85.4,1
5.55,110.6,1
6.67,80.4,0
6.3,76,0
5.84,90.5,1
6.72,111,0
6.14,97,1
7.01,93,0
7.03,100.7,1
6.38,73.8,0
6.63,107.4,1
6.77,105.8,1
7.81,93.9,1
6.85,115.1,1
7.82,83.1,1
7.59,116.9,1
7.57,102.3,1
8.39,95,1
5.88,99.7,0
6.53,98.4,0
8.76,118.3,1
6.74,83.8,0
4.18,88.6,0
6.8,115.5,0
7.13,91.1,0
4.38,113.5,1
8.33,125.5,1
6.29,94,1
7.33,110.2,1
6.77,82.7,0
5.71,111.3,0
5.93,103,0
6.06,107.1,0
8.09,90.3,1
6.85,75.1,0
6.48,107.5,1
6.07,69,0
8.2,95.2,0
8.46,114.1,1
8.18,102.9,1
7.49,129.2,1
7.29,115.4,1
5.78,90.2,0
6.75,100.4,1
6.32,99.3,0
5.17,76.3,0
8.06,85.9,1
6.3,91.6,0
8.2,69.5,0
7.88,100.7,1
7.56,96.3,0
7.61,74.9,1
6.38,106.1,0
8.86,110.7,1
7.04,103.4,1
7.3,95.1,1
6.35,108.9,0
6.07,110.2,1
7.48,104.6,0
7.22,87.6,0
6.21,104.1,0
5.56,117.9,1
5.73,91.1,0
8.2,131.5,1
6.39,92.1,0
6.66,100.5,1
8.45,89.9,0
5.88,103.3,1
6.27,73.9,0
6.23,91.8,1
8.62,83.6,1
8.99,102,1
7.75,114.9,1
7.78,109.7,1
6.42,64.4,0
8.95,130.6,1
7.27,104.4,0
7.85,88.4,1
6.89,102.4,1
6.73,102.6,1
8.66,90,1
7.54,103,0
8.45,90.9,1
7.26,93.9,1
6.15,89.7,0
6.42,78.5,0
7.1,102.2,1
6.37,108.8,1
5.89,107.7,1
8.2,112.3,1
6.46,104.9,1
7.14,92,0
7.3,112.6,1
6.41,79.6,0
8.45,86.5,1
5.88,85.5,0
7.26,116.2,1
7.25,114.1,0
6.95,107.3,1
5.7,116.1,1
7.87,86.8,1
7.74,105.2,1
6.32,98.1,1
7.71,112.7,1
7.37,98.3,0
5.72,94.2,1
6.15,108.1,1
8.14,113.1,1
7.31,90,1
6.44,99.1,1
6.14,84.1,0
6.48,62.5,0
6.56,103,1
6.15,109.1,0
5.26,103.9,0
8.14,70.8,0
7.97,94.7,1
5.73,66.7,0
7.14,120.5,1
6.1,83.7,0
6.74,118.8,0
6.66,114.2,1
6.57,86.5,0
9,83,1
6.56,105.3,0
6.19,87.3,1
6.24,101.5,0
8.04,92.8,1
5.35,73.3,0
6.24,66.5,0
8.45,103.4,1
7.24,91.6,1
7.19,91.7,1
9.13,110.4,1
7.25,117.6,1
6.29,95.9,0
6.72,94.9,1
5.86,107.5,0
8.26,79.6,1
7.57,103.3,0
8.12,108.3,1
8.21,110.2,0
6.59,70.9,1
6.06,88.6,1
6.95,86.8,0
6.13,101.5,0
7.16,107.2,0
8.13,122.5,1
6.83,92.6,0
7.15,92.5,0
6.91,117.2,1
7.8,104.4,0
6.33,119,1
4.8,104.3,0
7.47,82.6,0
7.99,80,1
7.45,76.7,0
6.36,109.9,0
5.86,117.8,0
7.49,127.7,1
7.14,112.6,1
6.87,117.4,1
8.82,91.3,0
6.05,82.7,0
8.78,112.8,1
7.03,106.3,1
5.16,101.6,1
6.82,105.8,1
7.96,104.8,1
6.63,119.3,1
5.53,119.4,0
6.84,108.2,1
6.14,112.7,0
7.49,107.7,1
7.77,93.1,1
5.94,111.3,0
6.29,79.1,0
7.76,115.8,1
6.14,82.1,0
5.92,104.3,1
5.82,87.3,0
7.35,108.3,1
7.31,99.5,1
6.32,76.1,0
7.01,106.3,1
8.53,91.3,1
6.03,113.2,1
5.05,100,1
7.46,105.9,1
6.89,85.6,0
6.29,91.2,1
7.65,93.1,1
7.84,112.9,0
4.79,125.2,0
6.35,87.9,1
9.32,116.2,1
7.58,67.5,0
7.68,82.1,1
8.17,85.6,1
7.02,79.7,1
7.8,76.2,1
7.72,106.2,1
7.54,96.8,1
6.68,105.7,0
7.17,110.4,0
6.41,104,0
7.01,109.9,0
5.83,99,1
6.21,82.2,0
6.72,115.9,1
6.06,91.2,0
6.49,86,0
6.84,97.3,1
7.4,86.3,1
7.95,93.7,1
6.54,105.2,0
8.34,105.2,0
7.94,86.5,0
7.5,92.7,1
7.15,116.1,1
7.32,107.4,1
8.19,131.1,0
8.22,117.7,0
8.33,117.2,1
7.04,79.2,0
7.55,111.5,1
8.34,99.2,1
6.38,91.7,0
6.68,102.5,1
7.02,114.2,1
7.9,107.5,1
7.92,86.8,0
6.77,111.1,1
5.49,90.4,0
7.25,103.3,0
6.08,95.4,0
5.51,96.7,0
5.74,111.5,0
7.33,84.4,1
8.36,129.2,1
7.04,72.7,0
7.21,91,0
8.18,105.6,0
5.46,108.8,1
7.52,98.5,0
6.99,99.1,0
7.57,106.2,0
6.52,96.5,1
6.18,120.9,1
7.14,112.6,1
8.65,113.1,1
7.86,85.5,1
6.49,98.8,1
5.66,95.5,0
5.32,84.9,0
8.32,105.4,1
6.04,91.9,0
6.67,109.8,0
8.32,83.9,1
5.39,125.8,0
8.49,86.6,1
6.75,103.3,1
5.85,111.9,0
6.75,91.4,0
6.28,112.8,1
7.44,81.6,0
6.35,121.8,0
5.09,100.2,0
6.78,91.1,0
5.64,95.5,0
7.2,112.1,1
5.81,91.2,0
6.51,88.8,0
7.18,96.7,0
6.79,82.3,0
7.25,127.3,1
7.68,91.5,1
5.84,112.5,1
6.94,103.1,1
4,85.2,0
7.25,99.9,1
6.7,111.8,1
6.02,97.2,0
7.32,117.9,0
8.17,115.3,1
6.52,113.8,1
6.06,93.1,0
7.17,83.8,0
5.66,90.8,0
6.34,102.9,0
8.22,108.2,0
7.06,67.4,0
5.12,99.9,0
5.2,102.4,0
7.16,95.8,1
7.86,119.4,1
5.38,106.3,0
7.45,119.7,1
8.33,96.8,1
8.89,114.1,1
7.33,124.5,1
7.51,119.7,1
4.87,83.6,0
9.1,96.2,1
6.42,94.8,0
6.07,107.3,0
6.74,110.3,1
8.51,87.4,1
9.21,101,1
7.13,69.7,0
8,121.6,1
7.04,92.3,0
5.96,100.8,1
8.48,95.4,1
6.38,117.2,0
8.54,60,0
8.3,99.8,1
7.61,98.4,1
8.83,93.2,0
9.23,125.9,1
6.82,86.7,1
6.19,111.6,1
5.14,105.3,0
9.24,118.9,1
6.56,90,1
8.14,89,0
6.26,116.4,1
8.54,106.4,1
6.3,76.8,0
5.81,91.9,1
6.79,105.8,1
6.47,112.6,1
7.6,89.8,0
6.95,60,0
7.63,107.8,1
6.71,81.7,0
6.33,69.7,0
6.42,60,0
9.04,112.2,1
7.23,101.9,1
5.02,96.6,0
6.48,120.8,0
7.1,109.6,1
8.85,124.2,1
8.03,79.1,1
6.08,99.5,0
9.42,75.7,1
6.97,96.6,1
8.25,96.3,1
5.84,109.4,1
4.6,100.7,0
5.59,109.4,0
4,110.6,0
9.11,132.3,1
7.21,95.3,1
6.08,85.9,0
7.45,103.7,1
7.19,88,0
7.62,122.2,1
8.21,95.8,1
6.71,91.5,0
6.12,92.9,0
7.83,110.8,1
7.8,97.6,0
7.1,90.4,1
9.18,125,1
6.56,87.2,1
6.1,100.5,0
7.42,109.8,1
6.33,75.5,0
7.5,107.2,1
6.17,84.2,0
6.6,112.3,0
8.89,85.6,1
6.59,110.4,0
6.2,116.6,1
8.17,112.9,1
5.95,103.8,1
6.31,96.5,1
7.58,91.4,1
7.94,122.1,1
8.22,89.5,1
6.25,84.4,1
7.6,110,1
6.53,88.1,1
6.39,85.7,1
8.2,78.3,0
6.45,92.8,1
7.28,98.8,1
7.16,103.6,1
5.93,114.3,0
7.97,107.9,1
7.56,97.1,1
5.01,97,0
7.28,107.7,1
6.23,119.1,0
8.1,101.9,1
5.55,93,0
6.64,85.1,1
7.36,78.3,0
7.05,110,1
7.76,108.7,0
5.48,108.7,0
8.65,98.1,1
7.53,121.1,1
8.36,92.7,1
7.87,114.3,1
6.99,99.4,1
5.72,90.9,0
6.44,108.9,1
8.59,106.1,1
8.39,105.4,1
6.38,101.2,0
4.18,99.4,0
6.79,135.8,1
6.71,117.8,1
6.75,110.8,1
7.53,101.7,1
7.88,115.1,0
7.99,107.8,1
7.45,100.4,1
5.2,95.4,0
6.66,98.8,1
9.3,60,1
7.37,103.2,1
7.37,92.7,1
7.36,123.9,1
7.42,100.3,1
4.62,82.2,0
6.76,99.3,1
6.96,84.3,0
8.28,107.1,1
7.05,104.4,1
5.35,114.4,1
7.43,88.1,0
6.2,100.5,1
5.78,79.5,0
6.17,110.5,1
7.54,107.8,1
8.26,107.4,1
7.48,100,0
7.63,106.2,1
7.47,124.1,1
7.1,95.7,0
7.7,102.1,1
4.58,83.7,0
7.11,87,0
5.96,101.5,0
8.16,116.6,1
6.85,96.2,1
7.03,96.5,0
5.49,93.9,1
8.02,92,1
7.63,104.4,1
7.56,77.5,1
6.19,119.2,1
6.23,90,0
7.22,110.8,1
6.31,81,0
7.43,110,1
4.84,110.1,0
6.51,105.8,1
8.8,85.1,1
7.44,103.7,1
7.17,82.3,0
8.99,96.2,1
4.66,115.4,0
6.18,112,0
6.6,100.2,1
7.86,85.4,1
7.88,109.7,1
6.13,100.3,1
8,65.2,1
6.6,111.7,0
8.21,99.6,1
5.97,118,0
6.88,83.6,0
6.51,60,0
8.06,104.2,1
6.48,104.4,0
6.96,74.6,0
7.51,85.3,1
7.55,141.3,1
7.89,95.4,1
7.21,111,1
6.58,90.2,0
6.65,68.6,0
7.03,97.4,0
7.25,96,1
6.85,94,1
7.02,98.3,1
5.48,104,0
7.67,97.7,1
7.18,81,1
8,107.3,1
7,70.8,0
5.26,69.2,0
6.64,111.1,1
6.8,107.6,0
7.74,99.1,1
4.93,79.1,0
7.04,89.4,1
7.51,96.1,1
6.34,76.1,0
7.07,88.9,0
6.37,109.8,1
6.27,121.4,0
6.59,93.7,0
6.29,111.3,1
7.68,71.3,0
6.27,109.9,0
6.1,87.9,0
8.77,104.6,1
7.96,96.3,1
5.14,119.8,1
6.24,86.9,0
7.24,109.4,0
7.32,95.8,1
5.51,97.6,0
8.16,97.2,0
7.83,87.3,1
7.48,99.8,1
8.36,99.1,1
7.45,103.6,1
7.45,101.3,0
8.56,112,1
8.1,113.9,1
6.16,84.2,0
7.63,113,0
6.34,82.2,0
7.5,108.8,1
7.48,109.3,1
5.62,71.3,0
6.88,101.4,0
7.27,93,1
6.56,88.6,0
7.31,120.3,0
7.81,90.2,1
6.97,87.9,0
7.22,101.1,1
8.38,110.3,1
7.47,97.9,1
7.2,117.5,1
6.04,108,0
7.67,67.3,1
7.33,92.1,1
8.28,91.6,1
7.05,107.2,1
5.18,60.6,0
5.3,138.2,0
7.74,108,1
6.43,102.2,1
7.44,117.7,1
7.11,135.2,1
6.83,113.1,1
6.9,114.2,1
6.13,102,0
6.98,97.9,1
6.42,92.9,0
6.63,87.6,0
6.68,89.7,0
6.77,79.7,0
7.92,98.9,1
6.87,74.7,0
8.02,102.9,1
8.54,99.5,1
7.85,102.2,1
7.53,92.2,1
7.33,145,1
7.87,120.4,1
7.09,81.3,0
7.98,103.5,1
7.61,90.9,1
6.64,84.8,0
7.9,79.9,1
7.09,106.5,0
6.89,89.8,0
6.52,114.5,1
7.17,114.9,1
8,120.6,1
7.89,87.2,1
7.35,107.1,0
7.6,109.5,1
8.27,92.9,1
6.85,88.4,0
5.88,124.1,1
8.3,103.4,1
6.47,109.5,0
6.31,87.7,1
5.2,81.7,0
7.57,91.5,0
5.38,98.1,0
6.25,84,0
7.59,99.9,1
7.72,74.7,1
6.35,83.2,1
6.87,110.1,1
6.13,109.1,0
6.45,94.1,1
7.27,84.7,0
6.5,84.6,0
6.76,94.4,1
5.54,109.7,0
8.13,113.9,1
7.51,92.6,1
7.79,82.7,0
8.29,104,1
6.17,87.6,0
6.64,92.2,1
5.11,119.9,1
10,112.4,1
6.85,102.4,1
8.04,80.9,1
5.76,103.2,0
8,115.9,1
8.86,94.4,1
6.94,120.3,0
5.99,119.4,1
6.86,125,1
4.77,104.6,0
6.96,108.8,1
7.82,121.2,1
6.96,106.7,1
6.72,92.5,1
7.53,93.3,1
7.6,103.6,1
5.34,80.6,1
7.09,97.9,1
9.44,116.4,1
5.66,67.1,0
6.91,123,1
8.94,116.8,1
8.1,93.1,0
6.49,108.2,0
7.21,100,1
7,118.4,0
6.25,114.7,1
6.93,79,0
6.72,108.8,1
7.11,96.9,1
6.25,101.2,1
5.72,89.1,0
6.96,126.2,0
8.72,115.6,1
7.08,88.9,0
6.67,80,0
7.75,94.2,1
6.84,106.5,1
8.87,103.6,1
7,118.8,0
7.7,111.8,0
6.25,114.5,0
7.5,104.9,0
7.28,79.2,1
6.94,97.1,0
6.5,115.9,1
6.36,99.2,0
7.28,107.5,1
7.63,95.2,1
6.87,84.6,0
7.29,98.1,1
6.96,104.6,1
7.1,90.2,1
6.8,96.5,0
7.02,85.9,1
9.7,116.8,1
7.31,95.6,0
7.65,121.8,1
7.44,122.9,1
6.74,98.8,0
8.29,84.9,1
6.71,68.7,0
8.06,77.9,1
6.67,79.4,1
6.04,120.7,0
7.37,101.7,1
5.9,105.8,0
7.54,66.7,1
5.81,82,0
6.68,113.3,1
5.57,104.3,0
9.82,97.8,1
5.35,108.5,1
7.01,124.5,1
8.14,96.7,1
8.04,101,1
7.85,102.9,1
6.68,135.9,1
8.35,68.5,1
7.91,110.2,1
7.21,98.3,1
7.24,108.5,1
6.7,90.1,1
6.09,99.3,0
8.24,110.7,1
8.31,145,1
6.12,112.1,1
6.85,87.3,1
6.86,93.6,0
6.97,93.2,0
7.06,73.1,0
7.95,95,1
6.25,111,1
6.15,80.9,0
8.24,115.7,1
6.54,107.3,0
5.74,89,0
6.51,97.9,0
6.67,124,1
8.55,111,1
7.92,100.1,1
8.15,96.4,1
7.82,101.1,1
7.95,92.3,1
6.31,68.4,0
6.8,130.6,1
6.01,102.3,1
6.79,106,1
7.68,99.1,0
7.13,89,0
8.31,97.2,1
5.86,76,0
7.5,134.2,1
5.75,81.5,0
7.09,84.5,0
7.74,93.4,1
6.79,119.3,1
7.55,100.2,1
6.04,81.5,0
5.34,118.8,0
7.56,111,1
8.74,108.1,1
6,110.7,1
8.22,135.9,1
7.04,132.8,0
5.66,89.7,0
5.87,124.4,1
7.02,105.7,0
6.6,107.5,1
5.69,74.6,0
5.31,97.4,0
6.15,87.8,0
7.19,112.4,0
6.99,116.1,1
6.5,68.9,0
7.2,99.7,1
8.04,116.8,1
7.39,97.2,0
6.88,110.9,1
7.93,105.3,1
6.04,105.1,0
6.78,95.9,1
6.8,81.8,1
5.76,83.2,1
6.58,110.6,0
4.93,100.3,1
8.91,97.9,1
6.06,93.6,1
8.59,95.4,1
7.04,115.7,1
7.56,95,1
6.51,79.9,0
7.21,111.2,0
7.65,96.9,0
7.66,100.5,1
7.77,124.1,1
6.63,99.7,0
6.52,104.3,1
5.41,82.3,0
7.52,96.7,1
8.08,109.1,1
8.62,76.7,1
7.31,103,1
6.23,101.5,1
5.3,100.6,0
8.04,115.6,1
5.2,105,0
6.66,122.2,1
6.78,85.1,0
6.93,102,1
7.04,101.3,0
7.14,84,1
4.58,114.3,0
7.01,134.9,1
4.77,99.7,0
7.73,107.6,1
6.44,101.3,1
4.84,89.3,0
6.19,72.7,0
6.43,89.4,0
8.19,79.1,1
7.2,125.6,1
7.34,98.3,1
8.18,94.8,0
6.9,113.3,1
7.75,83.2,1
7.68,88.5,1
5.71,101,1
8.47,115.4,1
5.58,107.5,0
7.92,103.7,0
5.48,101.2,0
7.6,106,0
8.86,103,1
6.79,84.6,0
6.74,100.7,1
7.61,83.9,0
6.67,101.2,1
8.82,92.8,1
7.19,138.1,1
6.68,99.4,1
6.46,78.9,0
6.07,98,1
6.37,107.8,1
6.65,125.1,1
6.51,91.2,0
6.34,76.3,0
9.1,112.3,1
5.97,79.3,0
7.15,93.5,1
7.59,96.1,1
7.63,99,1
6.94,110.3,1
6.76,89.7,1
7.45,95.9,1
7.27,99.8,1
6.74,102.2,0
5.44,101.5,1
6.53,106.5,1
5.85,112.7,0
6.33,105.9,1
7.03,106.8,1
7.36,76.3,1
8.78,100.8,1
6.46,107.2,1
7.77,110.9,1
7.31,89.6,1
8.3,90.1,1
7.58,91.4,1
5.99,108,0
5.28,115.5,0
7.31,93.9,1
6.47,113.6,0
6.02,101.9,0
5.73,98.1,0
7.16,96.8,0
8.51,111.2,1
6.59,104.9,0
7.59,134.1,1
6.9,87.2,0
5.71,107.8,0
7.73,92.1,1
5.91,87,0
7.02,99.8,1
6.66,102.1,0
7.89,143.8,1
5.94,97.2,0
7.39,83,0
6.16,104.1,0
6.49,68.9,0
4,98.6,0
9.09,100.2,1
7.55,111.9,1
6.23,114.6,0
5.88,92.4,0
6.5,97.7,1
7.72,88.5,1
5.11,83.1,0
6.86,104.6,1
8.77,80.9,1
5.87,93.8,1
7.08,85.1,0
9.2,108.2,1
7.63,127,0
7.13,80.5,1
7.51,72.2,1
6.6,98.1,1
8.3,100.2,1
6.6,103.3,0
5.04,93.3,0
6.61,97,1
6.03,105.5,1
6.72,115.6,0
6.74,70.7,1
8.2,94.5,0
7.7,103.2,1
7.26,86.2,1
7,126,1
5.94,90.5,0
4.82,99.4,0
7.11,108.3,0
7.79,91.1,1
6.89,72.3,0
6.47,93.6,0
7.46,115.4,1
6.92,94.9,0
8.69,87.3,1
8.23,113.9,1
7.96,95,1
7.76,92.3,0
5.71,102.2,0
7.66,111.6,1
7.38,135.7,1
7.61,112.4,1
7.49,117.4,1
7.45,92.4,0
9.7,84.6,1
6.92,100.9,1
7.94,101.6,1
6.53,83.8,0
7.79,97.4,1
7.94,106,1
7.36,105.4,1
8.67,107.6,1
6.12,104.4,1
6.51,92.4,0
7.21,92.3,1
7.88,82,1
7.18,126.8,0
8.29,100.2,1
6.34,96.6,0
5.86,86.1,0
7.31,144,1
6.92,83.9,0
7.54,93.6,1
6.97,106.2,0
6.66,109,0
6.93,114.4,0
7.03,127.1,1
6.7,107.6,1
6.8,84.2,0
6.6,96.1,0
7.86,104.6,0
7.19,131,1
9.26,79,1
7.16,118,1
6.45,102.7,1
9.67,112.6,1
7.41,98.5,1
7.99,87.4,1
7.59,111.3,0
7.62,109.8,0
7.54,114.6,1
5.9,99.8,0
7.37,91,1
5.68,76.6,0
6.83,112.3,1
6.27,106.4,0
7.36,85.5,1
7.33,91.9,1
7.48,93,0
7.29,77.8,1
6.39,87.7,0
6.74,83,1
7.92,93.8,1
8.07,88.9,0
5.85,75.6,0
5.47,130.3,1
6.27,118.8,1
8.05,88.3,1
8.21,104.1,1
6.08,106.3,0
7.31,117.9,1
8.83,87.7,1
7.42,116.4,0
8.42,91.8,1
8,80,1
6.09,110.9,1
6.81,119.4,1
7.03,138.8,1
7.1,82,1
7.92,110.5,1
7.41,93.9,0
4.06,111.8,0
5.69,77.9,0
4.81,81.1,0
7.18,88.4,0
7.24,101.2,1
7.28,90.4,0
6.04,109.9,1
7.67,115.4,1
7.72,109,1
5.74,124.3,1
5.53,106.2,1
7,81.7,0
8.79,120.5,1
8.7,90.9,1
7.56,113.7,1
6.27,123.6,1
7.89,106.9,1
6.55,77.6,0
6.23,86.2,1
4.86,119.8,0
7.1,97.5,1
6.37,101.2,0
7.1,111.4,1
4.7,110.4,1
7.17,104.2,1
4.57,96.9,0
8.09,95.3,1
7.52,112.9,0
6.72,108.3,1
7.56,96.1,1
6.02,116.2,1
7.07,98.1,1
7.79,87.2,0
4,88.6,0
6.55,85.3,0
6.98,95.9,0
6.8,118.5,1
8.46,87.9,1
5.88,102.8,1
6.38,90.1,0
5.08,96.1,0
8.51,77.3,1
6.75,96.7,1
6.56,97.1,1
6.95,108.1,1
7.64,103.3,0
7.35,82,0
9.65,116.3,1
7.45,103.2,0
6.53,103,1
6.44,99.9,0
6.61,92.2,0
5.5,103.3,1
7.04,107.1,0
7.78,73.8,0
6.39,91.9,1
6.19,96.2,0
8.52,103.8,1
5.57,117.9,1
4.93,88.4,0
5.85,92.5,0
5.46,92.3,1
7.39,88,1
6.64,94.8,1
6.78,111.6,1
8.15,84.2,0
6.31,106.4,1
7.78,74.5,0
8.51,91.6,1
6.54,95.1,1
7.74,125.1,1
6.76,95.9,0
7.92,67,0
5.43,70,0
5.35,100.5,1
6.61,109.2,1
6.11,105.6,0
6.48,102.5,0
6.78,117.4,1
7.72,91.9,1
6.59,113.4,0
6.18,75.5,0
6.65,86.4,0
6.23,72.9,0
6.07,95.9,0
5.39,99.3,0
7.07,101.7,1
6.43,100.9,0
7.97,86.1,1
5.55,97.1,0
6.46,77.5,0
8.81,120.4,1
6.06,95.4,1
6.76,92.7,0
5.78,123.8,1
5.65,81.4,0
8.55,83.1,1
7.17,83.6,1
7.13,99,0
5.3,106.5,0
7.36,111.1,1
8.16,138.6,1
8.15,66.3,1
7.67,109.1,1
5.87,91.6,0
7.31,91.2,0
7.67,90.7,1
5.21,86.4,0
5.88,125.3,1
7.89,112.6,1
7.88,100.3,1
5.45,120.3,0
7.8,77.3,1
7.1,80,0
7.78,67.3,0
6.37,89.5,1
7.65,102.4,1
7.84,101.5,1
6.65,102.2,1
7.02,78.8,0
6.35,112,0
8.65,103.6,1
6.88,111,1
6.08,71.6,0
6.28,104.7,0
7.13,82.2,1
7.75,94,1
5.66,108,1
8.85,101.4,0
7.31,87.2,0
7.47,100.1,1
6.9,77,1
7.02,117.3,1
6.85,96.9,1
8.02,116.8,0
6.99,92.1,0
7.77,92.1,1
6.57,88.5,0
7.2,113.1,1
6.2,89.4,0
8.22,109.7,1
6.17,94.3,1
6.68,70.4,0
6.69,91.4,0
6.65,82.3,0
7.72,100.5,0
6.68,82.1,0
8.39,113.9,1
6.18,98.6,0
7.17,97.3,0
6.22,109.8,0
7.42,114.5,1
6.98,99.7,0
6.84,88.4,0
8.19,73.4,0
6.35,89.7,0
7.59,90.7,0
6.23,101.6,0
7.11,94.8,1
5.8,110.3,0
6.34,90.8,0
6.92,99.1,1
8.81,117.8,0
7.1,105.1,1
8.65,99.1,1
7.22,91,1
6.61,90.5,1
8.54,87.2,1
7.44,91.9,0
6.36,111.3,1
7.47,96.7,0
6.71,79.8,0
5.01,126.5,1
7.94,104.8,1
8.09,78.9,1
8.84,93.4,0
7.42,101.7,1
6.75,125.6,1
7.83,83.4,0
7.85,114.6,0
8.64,121,1
6.96,90.6,0
6.83,95.8,0
6.28,84.5,0
7.54,96.9,1
5.45,99.5,1
7.78,109.9,1
7.59,116.4,1
7.59,88.8,1
7.14,70.5,1
8.53,99.7,1
7.87,104.4,1
6.39,103.7,1
6.41,95.1,0
6.12,101.9,1
7.55,122.7,1
6,105.7,1
8.08,94.4,1
8.32,92.5,1
6.12,97.5,0
6.81,124.6,1
7.02,97.3,0
7.88,99.7,0
8.61,92.8,1
5.31,116.5,1
6.68,129.4,1
6.73,106.8,0
5.6,101.2,0
6.51,100.6,1
7.43,64.2,0
6.72,111.2,1
5.46,102,0
9.87,106.4,1
7.27,89.3,1
7.11,94.2,1
5.9,93.8,0
7.26,115.3,1
6.84,94.3,0
5.11,131.2,1
5.93,106.5,0
7.79,80.9,1
8.94,98.1,1
7.37,90.2,0
8.1,67.1,1
6.84,124,1
6.91,110.5,0
8.09,108,1
8.66,102.5,1
8.3,79.3,1
5.93,92.7,0
6.93,112.6,0
7.28,84.2,1
6.74,62,1
7.39,96.6,0
7.82,97.9,1
8,102,1
8.69,110.9,1
6.67,109.6,1
5.64,103.9,0
7.36,117.9,1
8.88,77.2,1
6.52,107.6,1
7.69,109.4,1
7.7,81.4,0
7.19,77.5,0
7.01,88.8,0
6.08,90.1,1
4.72,111.3,0
5.89,90.8,0
6.61,87.2,1
8.1,90.8,1
6.9,116.8,1
6.48,100.2,0
6.11,97.3,0
7.66,98.3,1
8.36,119.4,1
8.06,88.8,0
7.61,119.7,1
5.52,103.2,0
6.65,97.6,0
8.95,137.5,1
8.12,84.2,0
5.46,94.7,1
6.94,81.5,1
7.36,114.3,1
6.24,125.3,1
4.69,125,0
7.1,118.4,1
6.21,97,1
6.22,94.5,1
6.65,74.9,0
6.87,130.5,1
6.99,107,0
6.12,92.6,0
6.78,119.9,1
5.24,85.4,0
7.31,106.1,1
4.14,97.4,0
6.71,109.6,1
7.92,99,1
5.94,78.2,0
7.72,101.1,1
8.16,115.7,1
4,99.6,0
6.85,111.6,1
4.12,84.3,0
6.88,99.6,0
6.99,90.6,1
4.52,111.2,0
8.92,100.5,1
7.29,110.4,1
6.15,116.3,0
8.47,110.4,1
5.2,104.1,0
5.77,85,0
4.7,100,0
8.8,92,1
7.33,94.8,0
7.66,94.4,1
7.3,85.3,1
7.57,70.6,1
7.08,90,1
7.27,102.9,1
7.11,79.8,1
6.39,100.2,1
6.95,128.5,1
7.27,115.3,1
7.11,124.7,1
5.52,105.9,0
5.66,117.5,0
8.08,89.1,1
6.69,90.3,0
7.58,60,1
5.91,117.8,1
5.53,123.1,0
6.16,91.7,1
6.78,96.2,0
6.33,88.7,0
8.29,105.7,1
7.18,116.9,1
8.85,73.9,1
7.4,106.1,1
4.59,95.8,0
8.06,101.7,1
5.49,106.9,1
7.23,97.2,1
6.23,98.4,1
9.14,96.8,1
8.44,114.6,1
6.26,106.3,0
6.87,103.3,1
7.24,80.9,1
7.86,94.3,1
7.03,113.5,0
5.98,100.6,1
6.28,109.9,1
7,126.5,1
8.23,115.6,1
7.43,101.4,1
6.23,92.3,0
7.65,61.7,0
6.61,97.5,0
7.89,95.1,1
9.53,105.9,1
6.64,97.7,0
7.8,95.2,1
6.25,73.3,0
6.89,85.9,0
7.03,107.1,0
6.81,125.7,1
9.46,98.5,1
6.69,104.9,1
7.59,114.3,1
5.07,87.8,0
7.43,105.5,1
8.14,88.9,1
6.47,113,1
4.49,102.3,0
6.96,104.5,1
7.02,88.3,1
7.72,110.6,1
9.01,131.3,1
6.62,84.9,0
6.14,94.9,0
5.83,103.5,0
7.2,111.8,1
7.48,91.6,1
6.45,60,0
7.78,120.4,0
7.47,111.4,1
7.04,73.9,0
6.1,90.9,0
6.52,123.5,1
4.57,121.7,0
7.24,114.1,1
7.03,97.4,0
7.19,101.2,1
7.5,98,1
7.39,116.9,1
6.89,86.9,0
7.05,87.9,0
5.6,115.2,0
6.42,99.3,1
7.05,120.7,1
6.26,89.9,1
7.86,99.2,1
6.34,86.2,0
7.22,100.1,1
7.12,77.8,1
7.75,92.7,1
7.9,78.5,0
7.69,110.4,1
4.89,110.7,0
8.19,74,0
8.53,120,1
6.52,137.5,1
7.24,100.7,1
6.11,90.4,1
5.05,142.4,0
6.26,80.2,0
6.46,100.3,1
6.65,102.7,0
6.04,120.2,0
6.27,105.4,1
6.99,92.5,1
6.23,85.7,1
7.54,94.9,1
7.68,84.9,0
9.38,100.7,1
8.13,91.5,1
7.24,77.6,1
6.38,118.8,0
7.29,92.5,1
7.33,81,1
6.49,97.5,1
7.78,101,0
5.6,73.8,0
6.76,105,0
7.56,84.3,0
6.71,125.7,1
6.79,107.9,0
6.86,94,1
6.16,88.8,0
8.17,98.4,1
5.98,109.2,1
7.32,99.6,0
7.41,96.7,0
6.05,100.9,0
7.07,90.9,0
6.09,94.9,0
8.39,68.7,0
5.86,114.6,0
6.35,104.5,1
5.78,88.4,1
5.64,128.5,0
8.59,101.3,1
7.54,84.5,1
7.14,112.9,1
6.34,106,1
7.91,105.9,1
6.18,93.6,0
7.79,106.8,1
6.13,96.1,0
6.36,108.3,0
7.76,71.4,1
